Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Season
Jeremy Senglin,BRK,4,13.5,7.0,2.5,5.5,0.455,1.5,3.5,0.429,0.5,0.8,0.667,0.0,2.3,2.3,0.5,0.5,0.5,0.3,1.3,2017-18
Sebastian Saiz,MIA,2,17.1,7.0,3.0,6.5,0.462,0.5,2.0,0.25,0.5,0.5,1.0,1.0,4.0,5.0,0.0,0.0,1.0,0.0,0.5,2017-18
Andrew White,CLE,5,12.6,7.0,2.4,6.6,0.364,1.4,2.8,0.5,0.8,1.0,0.8,0.4,2.0,2.4,0.4,0.4,0.0,1.2,2.0,2017-18
Markel Brown,POR,2,11.2,7.0,3.0,4.5,0.667,1.0,1.5,0.667,0.0,0.0,0.0,0.5,2.0,2.5,0.5,0.0,0.0,1.0,0.0,2017-18
Raphiael Putney,MIN,1,18.6,7.0,3.0,7.0,0.429,0.0,2.0,0.0,1.0,2.0,0.5,1.0,6.0,7.0,0.0,0.0,2.0,0.0,3.0,2017-18
Chris McCullough,WAS,5,22.2,7.0,2.8,9.6,0.292,0.0,2.4,0.0,1.4,2.0,0.7,1.6,4.0,5.6,0.2,0.4,0.2,3.0,3.6,2017-18
Nick Johnson,POR,8,17.5,6.9,2.5,5.8,0.435,1.0,1.6,0.615,0.9,1.3,0.7,0.5,2.1,2.6,1.4,0.8,0.0,2.5,2.5,2017-18
Isaiah Cousins,NOP,6,22.7,6.8,3.0,9.2,0.327,0.5,2.5,0.2,0.3,0.5,0.667,0.3,2.2,2.5,3.2,0.7,0.7,2.0,1.3,2017-18
Kevon Looney,GOS,5,18.5,6.8,3.0,6.8,0.441,0.2,0.2,1.0,0.6,2.0,0.3,2.4,4.0,6.4,1.0,0.4,0.8,0.4,2.8,2017-18
Kevin Pangos,WAS,4,23.8,6.8,2.5,7.3,0.345,1.3,3.3,0.385,0.5,0.8,0.667,0.8,4.3,5.0,3.0,1.5,0.5,2.5,3.3,2017-18
Isaiah Miles,PHL,4,17.7,6.8,1.0,4.5,0.222,0.5,2.3,0.222,4.3,5.0,0.85,2.3,2.3,4.5,0.0,0.8,0.0,0.8,3.5,2017-18
Hollis Thompson,LAC,4,17.5,6.8,2.3,6.0,0.375,0.8,2.8,0.273,1.5,2.5,0.6,0.3,3.0,3.3,0.5,0.0,0.3,0.8,1.8,2017-18
Keith Benson,NOP,6,19.4,6.7,2.5,5.8,0.429,0.0,0.0,0.0,1.7,2.5,0.667,2.5,3.7,6.2,0.3,0.0,0.8,0.5,1.8,2017-18
Tim Quarterman,HOU,3,14.0,6.7,2.3,4.7,0.5,0.3,1.7,0.2,1.7,1.7,1.0,1.0,1.0,2.0,1.3,1.0,0.0,2.0,0.7,2017-18
Nathan Boothe,BRK,5,16.7,6.6,2.6,7.0,0.371,1.4,4.4,0.318,0.0,0.0,0.0,0.4,1.6,2.0,0.4,0.6,0.8,1.0,3.2,2017-18
"Sam Cassell, Jr.",CLE,5,15.4,6.6,2.4,8.0,0.3,0.6,4.2,0.143,1.2,1.8,0.667,0.0,0.8,0.8,0.6,0.4,0.0,0.8,2.8,2017-18
Dejounte Murray,SAS,2,19.3,6.5,3.0,9.5,0.316,0.0,0.5,0.0,0.5,1.5,0.333,1.0,5.0,6.0,3.0,1.0,0.0,4.5,2.5,2017-18
Jeff Ledbetter,SAS,5,16.1,6.4,2.2,4.8,0.458,1.4,3.4,0.412,0.6,0.6,1.0,0.0,1.2,1.2,1.6,1.2,0.0,1.2,3.4,2017-18
Zach Collins,POR,3,23.5,6.3,2.0,7.7,0.261,0.3,2.0,0.167,2.0,3.3,0.6,1.0,4.7,5.7,0.7,2.0,2.0,3.0,2.3,2017-18
Ray McCallum,HOU,3,11.3,6.3,1.7,3.3,0.5,1.0,2.0,0.5,2.0,2.3,0.857,0.0,1.0,1.0,0.3,0.0,0.0,1.3,1.0,2017-18
Kendall Marshall,LAC,4,20.8,6.3,2.3,4.5,0.5,0.3,0.3,1.0,1.5,1.8,0.857,0.3,2.8,3.0,7.8,0.5,0.0,2.8,0.8,2017-18
Chinanu Onuaku,HOU,5,20.3,6.2,2.0,3.6,0.556,0.0,0.2,0.0,2.2,3.8,0.579,2.6,4.6,7.2,2.0,1.0,1.6,2.8,3.0,2017-18
Zhou Qi,HOU,5,25.0,6.2,2.0,6.6,0.303,0.6,4.2,0.143,1.6,2.6,0.615,1.4,3.4,4.8,0.8,1.2,2.0,1.6,4.6,2017-18
Corey Webster,DAL,6,19.6,6.2,2.3,5.8,0.4,1.2,3.5,0.333,0.3,0.3,1.0,0.3,2.0,2.3,1.5,1.3,0.0,0.7,0.8,2017-18
Carrick Felix,DAL,6,16.3,6.2,2.2,4.3,0.5,0.2,1.7,0.1,1.7,2.2,0.769,0.7,2.0,2.7,0.3,0.7,0.2,0.3,1.7,2017-18
Jalen Reynolds,TOR,3,10.7,6.0,2.3,4.7,0.5,0.3,0.3,1.0,1.0,1.0,1.0,1.7,1.3,3.0,0.7,0.7,1.0,0.3,3.0,2017-18
Charles Jackson,PHL,2,17.6,6.0,2.5,4.0,0.625,0.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,5.0,0.5,2.0,1.0,1.5,2.5,2017-18
Joel Bolomboy,UTA,3,25.6,6.0,1.7,5.0,0.333,0.0,2.7,0.0,2.7,3.3,0.8,1.7,3.7,5.3,0.3,0.0,1.0,2.0,2.7,2017-18
Kaleb Tarczewski,PHL,2,10.1,6.0,2.5,4.5,0.556,0.0,0.0,0.0,1.0,1.0,1.0,2.5,1.5,4.0,0.0,0.0,1.0,1.0,2.5,2017-18
Pat Connaughton,POR,3,24.4,6.0,2.7,7.3,0.364,0.7,3.3,0.2,0.0,0.3,0.0,0.3,1.7,2.0,4.3,1.0,0.0,2.7,3.3,2017-18
Alec Brown,LAL,1,12.1,6.0,2.0,6.0,0.333,2.0,3.0,0.667,0.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,2.0,2017-18
Thon Maker,MIL,2,26.8,6.0,2.0,9.0,0.222,1.0,4.0,0.25,1.0,2.5,0.4,0.0,6.5,6.5,0.0,0.5,1.5,3.0,5.0,2017-18
A.J. Hammons,MIA,6,17.3,5.8,2.3,4.3,0.538,0.5,1.3,0.375,0.7,1.2,0.571,1.0,2.3,3.3,0.2,0.3,1.5,0.8,3.2,2017-18
Ding Yanyuhang,DAL,6,12.7,5.8,2.0,4.8,0.414,0.5,2.0,0.25,1.3,1.7,0.8,1.0,1.7,2.7,0.3,0.5,0.2,1.2,1.2,2017-18
Antonius Cleveland,POR,6,14.7,5.8,2.2,5.3,0.406,0.3,1.2,0.286,1.2,2.2,0.538,0.8,0.8,1.7,0.7,0.8,0.0,0.5,1.3,2017-18
Ryan Arcidiacono,CHI,5,23.9,5.8,2.0,4.8,0.417,0.8,1.8,0.444,1.0,1.2,0.833,0.4,2.8,3.2,2.8,0.8,0.0,1.2,1.6,2017-18
Alex Hamilton,GOS,5,23.5,5.8,1.8,6.0,0.3,0.2,1.0,0.2,2.0,3.0,0.667,1.0,2.6,3.6,2.6,1.2,0.4,1.6,2.2,2017-18
Tyrone Wallace,UTA,4,18.8,5.8,2.0,8.0,0.25,0.0,1.3,0.0,1.8,2.5,0.7,2.0,2.3,4.3,2.5,2.0,0.8,2.3,2.0,2017-18
Isaiah Briscoe,PHL,4,11.4,5.8,2.5,5.3,0.476,0.0,0.8,0.0,0.8,1.0,0.75,0.3,0.8,1.0,2.3,0.5,0.3,1.3,1.0,2017-18
Kyle Wiltjer,LAC,4,10.6,5.8,2.3,6.0,0.375,0.5,2.5,0.2,0.8,0.8,1.0,0.8,1.5,2.3,0.3,0.3,0.8,0.5,0.5,2017-18
Nikola Jovanovic,CHI,4,14.8,5.8,2.5,4.5,0.556,0.5,0.8,0.667,0.3,0.3,1.0,1.3,2.3,3.5,1.0,0.3,0.5,2.8,2.0,2017-18
"Lamond Murray, Jr.",MIA,4,13.5,5.8,2.3,6.8,0.333,0.5,2.5,0.2,0.8,1.0,0.75,1.0,1.5,2.5,0.3,0.0,0.0,1.0,2.0,2017-18
George Papagiannis,SAC,6,22.7,5.7,2.5,6.0,0.417,0.0,0.0,0.0,0.7,0.8,0.8,2.2,5.2,7.3,1.3,0.5,1.0,2.2,2.2,2017-18
Jaron Blossomgame,SAS,5,24.3,5.6,2.4,4.6,0.522,0.2,1.0,0.2,0.6,1.2,0.5,0.8,4.0,4.8,0.4,0.8,0.0,0.6,1.0,2017-18
Mitchell Creek,UTA,4,12.9,5.5,2.5,4.5,0.556,0.0,0.5,0.0,0.5,1.0,0.5,1.5,1.3,2.8,0.5,0.3,0.0,0.8,2.0,2017-18
Terran Petteway,BOS,4,14.3,5.5,2.0,5.5,0.364,1.5,3.8,0.4,0.0,0.0,0.0,0.0,2.5,2.5,1.0,0.0,0.8,1.3,1.3,2017-18
Eric Mika,MIA,2,12.1,5.5,1.0,2.0,0.5,0.0,0.0,0.0,3.5,5.0,0.7,1.0,4.0,5.0,0.0,0.0,0.0,0.5,2.0,2017-18
Mouhammadou Jaiteh,PHL,2,11.9,5.5,1.5,4.5,0.333,0.0,0.5,0.0,2.5,3.0,0.833,1.5,2.0,3.5,0.5,0.5,0.0,1.0,0.5,2017-18
Josh Adams,DAL,2,17.5,5.5,2.0,4.0,0.5,0.5,2.5,0.2,1.0,2.0,0.5,0.5,0.5,1.0,0.5,1.0,0.0,2.0,3.0,2017-18
Rade Zagorac,MEM,6,20.8,5.3,1.8,4.7,0.393,0.7,2.3,0.286,1.0,1.3,0.75,1.5,3.3,4.8,0.3,0.7,0.0,1.8,1.7,2017-18
Cameron Oliver,HOU,3,12.4,5.3,1.7,3.7,0.455,0.7,2.0,0.333,1.3,1.7,0.8,1.3,3.3,4.7,0.7,1.0,1.0,1.0,1.7,2017-18
Danuel House,WAS,3,16.0,5.3,1.7,5.7,0.294,0.3,2.0,0.167,1.7,2.7,0.625,0.7,3.7,4.3,0.0,0.3,0.0,2.0,1.3,2017-18
Noah Allen,GOS,5,14.2,5.2,1.8,3.6,0.5,0.6,1.4,0.429,1.0,1.4,0.714,0.2,3.4,3.6,1.2,0.6,0.2,0.8,1.8,2017-18
Bronson Koenig,MIL,5,15.8,5.2,2.0,6.8,0.294,1.0,3.8,0.263,0.2,0.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.6,1.0,2017-18
Elgin Cook,GOS,6,10.0,5.2,2.0,4.8,0.414,0.2,1.3,0.125,1.0,1.2,0.857,0.7,1.3,2.0,0.3,0.3,0.5,1.0,1.7,2017-18
Thomas Bryant,LAL,8,13.4,5.1,2.0,3.0,0.667,0.3,0.8,0.333,0.9,1.4,0.636,1.1,2.1,3.3,0.6,0.1,0.6,0.3,1.6,2017-18
Jordan Bell,GOS,5,21.6,5.0,2.4,4.0,0.6,0.0,0.4,0.0,0.2,0.6,0.333,1.6,7.4,9.0,1.6,2.0,2.6,2.6,2.0,2017-18
Malcolm Thomas,CLE,3,16.5,5.0,2.0,4.7,0.429,0.3,1.3,0.25,0.7,1.3,0.5,3.0,4.0,7.0,0.7,0.0,1.3,0.7,1.7,2017-18
Alpha Kaba,ATL,5,11.2,5.0,2.0,4.0,0.5,0.0,0.0,0.0,1.0,1.6,0.625,1.8,2.2,4.0,0.0,0.4,0.6,0.8,1.8,2017-18
Luke Nelson,LAC,4,13.7,5.0,1.8,4.3,0.412,1.0,2.5,0.4,0.5,0.5,1.0,0.3,2.8,3.0,1.5,0.3,0.5,1.0,1.3,2017-18
Petr Cornelie,DEN,5,13.8,5.0,2.0,5.4,0.37,0.0,1.2,0.0,1.0,1.8,0.556,1.8,2.4,4.2,0.4,0.4,0.2,0.8,2.4,2017-18
Matt Jones,HOU,2,14.7,5.0,1.0,5.0,0.2,1.0,3.0,0.333,2.0,2.5,0.8,1.0,2.0,3.0,0.5,0.0,0.0,2.0,2.0,2017-18
Joshua Magette,ATL,5,20.5,4.8,1.2,5.2,0.231,0.8,2.6,0.308,1.6,2.2,0.727,0.4,2.6,3.0,3.2,1.0,0.0,1.4,2.4,2017-18
Troy Caupain,TOR,5,16.0,4.8,1.4,5.0,0.28,1.0,3.6,0.278,1.0,1.4,0.714,0.6,1.6,2.2,2.0,0.8,0.0,1.4,0.6,2017-18
Duje Dukan,CHI,5,17.3,4.8,1.6,4.8,0.333,0.8,3.0,0.267,0.8,1.2,0.667,0.2,1.4,1.6,1.8,1.0,0.0,1.0,2.4,2017-18
Chris Walker,CHI,4,16.4,4.8,2.0,4.5,0.444,0.0,0.0,0.0,0.8,1.8,0.429,2.3,4.0,6.3,0.5,1.3,2.3,0.8,2.3,2017-18
Dejan Todorovic,CHI,4,13.4,4.8,2.0,5.5,0.364,0.5,3.3,0.154,0.3,0.5,0.5,0.3,1.5,1.8,0.3,1.0,0.3,1.5,1.0,2017-18
Thomas Bropleh,DEN,3,10.2,4.7,2.0,3.7,0.545,0.7,1.7,0.4,0.0,0.3,0.0,0.3,1.3,1.7,0.0,0.7,0.0,0.7,0.7,2017-18
Royce O'Neale,NOP,5,19.1,4.6,2.0,4.8,0.417,0.4,2.6,0.154,0.2,0.6,0.333,0.8,2.8,3.6,1.4,1.0,0.2,0.4,1.2,2017-18
Landen Lucas,BOS,5,12.6,4.6,1.6,2.2,0.727,0.0,0.2,0.0,1.4,2.0,0.7,2.2,1.2,3.4,0.6,0.0,0.2,1.4,3.0,2017-18
Shawn Long,HOU,5,9.1,4.6,1.8,3.4,0.529,0.0,0.2,0.0,1.0,2.0,0.5,0.8,2.2,3.0,0.2,0.4,0.2,0.8,2.6,2017-18
Stephen Zimmerman,MIL,4,13.2,4.5,1.3,2.8,0.455,0.0,0.0,0.0,2.0,3.3,0.615,0.3,3.3,3.5,0.3,0.8,0.8,0.8,1.0,2017-18
Luis Montero,SAC,5,20.8,4.4,1.6,3.8,0.421,1.0,2.2,0.455,0.2,0.4,0.5,0.0,5.0,5.0,1.2,1.2,0.4,0.8,3.6,2017-18
Jake Odum,MIA,5,15.9,4.4,1.4,4.2,0.333,0.4,1.6,0.25,1.2,1.8,0.667,0.2,1.2,1.4,3.0,0.4,0.0,1.6,2.2,2017-18
Nigel Williams-Goss,UTA,5,21.7,4.4,1.4,6.0,0.233,0.4,2.0,0.2,1.2,1.2,1.0,0.4,1.8,2.2,4.0,1.0,0.0,3.2,1.6,2017-18
Isaiah Hartenstein,HOU,5,9.1,4.4,1.2,3.4,0.353,0.2,1.4,0.143,1.8,3.2,0.563,0.4,1.6,2.0,0.4,0.6,0.4,0.8,2.0,2017-18
Reggie Hearn,SAC,3,15.4,4.3,1.3,2.7,0.5,0.7,2.0,0.333,1.0,2.0,0.5,0.7,2.3,3.0,1.0,0.0,0.0,0.0,2.3,2017-18
Isaia Cordinier,ATL,4,14.3,4.3,1.5,5.0,0.3,0.5,1.5,0.333,0.8,1.0,0.75,1.3,2.0,3.3,2.0,0.8,0.0,1.3,1.0,2017-18
Cady Lalanne,SAS,5,11.9,4.2,1.8,3.2,0.563,0.2,0.8,0.25,0.4,0.4,1.0,1.0,1.6,2.6,0.0,0.0,1.0,0.8,3.0,2017-18
Kobi Simmons,MEM,6,15.9,4.2,1.8,7.2,0.256,0.0,1.2,0.0,0.5,0.5,1.0,1.0,0.5,1.5,1.7,0.2,0.2,1.8,1.3,2017-18
Josh Scott,POR,8,9.9,4.1,1.5,3.3,0.462,0.0,0.0,0.0,1.1,1.6,0.692,2.0,0.9,2.9,0.4,0.1,0.4,0.5,1.4,2017-18
Jalen Moore,MIL,5,16.7,4.0,1.4,3.4,0.412,1.2,2.8,0.429,0.0,0.0,0.0,0.2,1.8,2.0,0.6,0.6,0.2,0.8,1.4,2017-18
Nikola Radicevic,DEN,5,15.6,4.0,1.4,3.4,0.412,0.6,1.4,0.429,0.6,0.6,1.0,0.4,1.2,1.6,1.6,0.6,0.0,2.6,1.6,2017-18
Paul Watson,TOR,5,14.2,4.0,1.4,4.2,0.333,0.4,2.0,0.2,0.8,1.2,0.667,0.4,1.6,2.0,0.8,0.2,0.2,1.4,2.6,2017-18
Maalik Wayns,WAS,4,13.0,3.8,1.3,4.0,0.313,0.8,1.8,0.429,0.5,0.5,1.0,0.0,1.3,1.3,2.0,0.5,0.0,0.5,1.0,2017-18
Howard Sant-Roos,DEN,4,18.1,3.8,1.0,3.5,0.286,0.3,2.0,0.125,1.5,2.5,0.6,0.5,1.8,2.3,0.8,1.5,0.0,1.0,1.8,2017-18
Xavier Johnson,DEN,3,11.7,3.7,1.3,3.0,0.444,0.3,0.7,0.5,0.7,1.0,0.667,1.0,1.3,2.3,0.7,0.0,0.0,0.7,0.3,2017-18
Emmanuel Omogbo,GOS,3,4.8,3.7,1.0,1.3,0.75,0.0,0.0,0.0,1.7,2.0,0.833,0.3,0.3,0.7,0.0,0.0,0.0,0.0,0.0,2017-18
Kadeem Allen,BOS,5,13.0,3.6,1.6,5.4,0.296,0.0,0.8,0.0,0.4,1.6,0.25,0.6,2.6,3.2,1.6,0.8,0.6,1.2,0.8,2017-18
Gerald Beverly,CLE,5,12.9,3.6,0.8,2.4,0.333,0.2,0.4,0.5,1.8,2.6,0.692,1.0,1.0,2.0,0.0,0.4,0.2,0.4,0.6,2017-18
James Bell,LAC,5,15.4,3.6,1.4,5.0,0.28,0.6,2.6,0.231,0.2,0.4,0.5,0.4,2.4,2.8,1.0,0.4,0.0,0.8,1.2,2017-18
Bryce Cotton,ATL,5,16.0,3.6,1.2,5.0,0.24,0.2,1.8,0.111,1.0,1.0,1.0,0.4,1.2,1.6,0.4,0.8,0.0,0.6,0.6,2017-18
Jaleel Cousins,NOP,4,9.2,3.5,1.5,3.0,0.5,0.0,0.0,0.0,0.5,1.5,0.333,1.8,1.3,3.0,0.0,0.0,0.3,0.8,3.0,2017-18
Jordan Adams,POR,4,10.3,3.5,1.3,4.3,0.294,0.5,1.3,0.4,0.5,0.5,1.0,0.3,0.8,1.0,0.3,1.0,0.0,0.8,1.0,2017-18
Devin Robinson,WAS,5,15.6,3.4,0.8,4.4,0.182,0.2,1.6,0.125,1.6,2.2,0.727,1.2,3.8,5.0,0.4,0.8,1.2,0.4,2.4,2017-18
Kris Jenkins,WAS,3,11.8,3.3,1.0,2.7,0.375,0.7,2.3,0.286,0.7,0.7,1.0,0.0,1.7,1.7,0.3,0.0,0.3,0.0,2.3,2017-18
Darrell Williams,GOS,3,5.5,3.3,1.0,3.3,0.3,0.0,0.0,0.0,1.3,3.0,0.444,1.7,0.3,2.0,0.0,0.7,0.3,0.7,0.7,2017-18
Nathan Sobey,UTA,3,10.4,3.3,1.3,3.7,0.364,0.0,0.7,0.0,0.7,2.0,0.333,0.0,0.7,0.7,0.3,0.3,0.0,2.0,1.3,2017-18
Scott Wood,BOS,4,13.2,3.3,1.0,3.3,0.308,0.8,2.3,0.333,0.5,0.5,1.0,0.0,2.5,2.5,0.5,1.0,0.0,1.3,0.3,2017-18
"Reggie Upshaw, Jr.",MIL,5,12.7,3.2,1.4,4.0,0.35,0.2,1.2,0.167,0.2,0.2,1.0,1.2,2.4,3.6,0.2,0.0,0.2,0.4,0.8,2017-18
Raphiael Putney,MIN,5,13.1,3.2,1.2,6.8,0.176,0.2,2.6,0.077,0.6,0.8,0.75,1.2,3.6,4.8,0.4,0.8,0.6,0.6,2.8,2017-18
Gabe York,LAL,6,6.6,3.0,0.7,1.3,0.5,0.5,0.8,0.6,1.2,1.3,0.875,0.0,0.7,0.7,0.3,0.5,0.0,0.2,1.3,2017-18
Julian Wright,UTA,4,8.8,3.0,1.0,4.8,0.211,0.0,0.5,0.0,1.0,1.3,0.8,1.3,1.5,2.8,0.3,0.5,0.5,0.3,0.5,2017-18
Cole Huff,TOR,4,15.0,3.0,1.0,4.0,0.25,0.5,2.8,0.182,0.5,0.8,0.667,0.3,3.0,3.3,0.5,0.5,0.3,0.5,2.0,2017-18
Tyler Cavanaugh,ATL,2,10.1,3.0,1.0,5.0,0.2,0.0,1.5,0.0,1.0,1.0,1.0,1.5,3.5,5.0,0.5,0.0,0.0,0.5,1.5,2017-18
Xavier Munford,GOS,2,15.3,3.0,1.0,4.0,0.25,1.0,1.5,0.667,0.0,0.0,0.0,0.5,2.5,3.0,1.5,0.5,0.0,1.5,2.5,2017-18
Rodney Pryor,BRK,1,8.9,3.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2017-18
Ike Iroegbu,PHX,1,11.4,3.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2017-18
Jonathan Holmes,UTA,1,5.2,3.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
David Walker,DEN,5,12.9,2.8,1.0,2.4,0.417,0.8,1.8,0.444,0.0,0.0,0.0,0.0,1.0,1.0,0.6,0.2,0.2,0.8,0.2,2017-18
Richard Solomon,ATL,5,7.7,2.8,0.8,1.4,0.571,0.0,0.0,0.0,1.2,2.0,0.6,0.0,1.0,1.0,0.0,0.6,0.2,0.4,2.2,2017-18
Deonte Burton,MIN,5,11.3,2.8,1.0,3.8,0.263,0.0,1.0,0.0,0.8,1.0,0.8,0.6,1.4,2.0,0.2,0.6,0.0,0.6,2.0,2017-18
J.P. Tokoto,UTA,3,19.8,2.7,1.0,4.3,0.231,0.7,2.7,0.25,0.0,0.0,0.0,0.7,1.0,1.7,1.7,1.0,0.0,0.0,1.3,2017-18
Tyler Dorsey,ATL,3,12.4,2.7,1.3,3.7,0.364,0.0,0.7,0.0,0.0,1.0,0.0,0.3,1.0,1.3,0.0,0.0,0.0,0.0,0.3,2017-18
Deividas Dulkys,GOS,3,9.2,2.7,0.7,3.7,0.182,0.3,3.3,0.1,1.0,1.3,0.75,0.0,0.7,0.7,0.3,0.3,0.3,0.3,1.0,2017-18
Mychal Mulder,TOR,3,14.4,2.7,1.3,5.0,0.267,0.0,3.0,0.0,0.0,0.3,0.0,0.3,0.7,1.0,1.0,0.3,0.0,1.3,0.3,2017-18
Jake Wiley,BRK,4,15.6,2.5,0.5,2.5,0.2,0.0,1.3,0.0,1.5,1.8,0.857,1.3,3.3,4.5,0.8,0.3,0.5,1.3,1.3,2017-18
Justin Edwards,TOR,2,19.1,2.5,1.0,4.0,0.25,0.5,3.0,0.167,0.0,1.0,0.0,0.0,4.5,4.5,2.5,1.0,1.0,1.5,1.5,2017-18
Jacorey Williams,GOS,4,8.1,2.5,1.0,3.0,0.333,0.0,0.0,0.0,0.5,1.0,0.5,0.5,2.0,2.5,0.5,0.5,0.3,0.5,1.3,2017-18
Dominique Hawkins,SAC,2,14.0,2.5,1.0,2.5,0.4,0.5,1.0,0.5,0.0,1.0,0.0,1.0,1.5,2.5,0.0,0.0,0.0,0.5,2.0,2017-18
Tyler Lydon,DEN,5,24.3,2.4,0.8,4.0,0.2,0.4,3.0,0.133,0.4,0.6,0.667,0.6,3.6,4.2,1.6,1.4,0.8,1.2,1.8,2017-18
Perrin Buford,BOS,5,12.4,2.4,1.0,3.2,0.313,0.2,1.2,0.167,0.2,0.4,0.5,0.2,2.0,2.2,0.8,0.4,0.0,0.8,0.8,2017-18
Tai Webster,GOS,5,11.5,2.4,1.2,2.8,0.429,0.0,0.6,0.0,0.0,0.0,0.0,0.4,0.4,0.8,1.2,0.4,0.2,0.8,1.6,2017-18
Mathias Lessort,PHL,3,12.0,2.3,0.7,2.7,0.25,0.0,0.3,0.0,1.0,1.3,0.75,1.3,3.3,4.7,0.7,0.7,1.0,1.3,2.0,2017-18
Jarrod Uthoff,HOU,3,8.5,2.3,0.7,3.0,0.222,0.3,1.3,0.25,0.7,1.3,0.5,0.3,1.3,1.7,1.0,0.0,0.0,0.3,1.0,2017-18
Prince Ibeh,BRK,3,8.8,2.3,0.7,1.7,0.4,0.0,0.0,0.0,1.0,3.3,0.3,0.3,2.3,2.7,0.0,0.3,0.7,1.0,3.0,2017-18
Raphiael Putney,MIN,4,11.7,2.3,0.8,6.8,0.111,0.3,2.8,0.091,0.5,0.5,1.0,1.3,3.0,4.3,0.5,1.0,0.3,0.8,2.8,2017-18
Tim Kempton,MIL,4,14.6,2.3,0.8,3.5,0.214,0.3,2.0,0.125,0.5,0.8,0.667,1.0,2.5,3.5,0.8,0.0,0.5,1.3,4.3,2017-18
Trevor Thompson,BOS,4,7.7,2.3,1.0,2.3,0.444,0.0,0.3,0.0,0.3,1.0,0.25,0.3,1.3,1.5,0.0,0.3,0.5,1.3,2.0,2017-18
Amile Jefferson,MIN,5,11.0,2.2,0.8,2.8,0.286,0.0,0.0,0.0,0.6,1.2,0.5,2.0,1.6,3.6,0.0,0.8,0.2,0.8,2.2,2017-18
Livio Jean-Charles,SAS,5,13.0,2.2,1.0,2.8,0.357,0.0,0.0,0.0,0.2,0.4,0.5,0.4,1.8,2.2,0.2,0.8,0.2,0.6,1.0,2017-18
Zak Irvin,MIA,5,14.2,2.0,0.8,2.4,0.333,0.4,1.0,0.4,0.0,0.0,0.0,0.4,2.6,3.0,1.2,0.0,0.0,0.8,0.6,2017-18
Shevon Thompson,LAC,4,8.4,2.0,1.0,2.8,0.364,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.5,3.5,0.0,0.3,0.8,0.5,1.5,2017-18
Amir Williams,MEM,5,6.8,2.0,0.6,1.4,0.429,0.0,0.0,0.0,0.8,0.8,1.0,0.4,0.8,1.2,0.0,0.4,0.6,0.4,1.2,2017-18
Amida Brimah,CHI,4,9.7,2.0,0.5,0.5,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.5,1.0,0.3,0.0,1.3,0.8,2.5,2017-18
David Michineau,LAC,3,6.5,2.0,1.0,1.3,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.7,1.0,1.7,0.7,0.0,1.0,2.3,2017-18
Norvel Pelle,MIA,2,13.7,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.5,1.5,1.5,3.0,0.5,0.0,3.5,2.0,4.0,2017-18
Scoochie Smith,BOS,4,9.3,2.0,0.8,3.0,0.25,0.3,1.8,0.143,0.3,0.3,1.0,0.3,0.5,0.8,1.5,0.0,0.0,0.3,0.8,2017-18
Ben Bentil,SAS,2,9.9,2.0,1.0,2.5,0.4,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1.5,2.0,0.5,0.0,0.0,0.0,0.5,2017-18
Tre McLean,PHX,1,15.8,2.0,1.0,4.0,0.25,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2017-18
Christian Wood,PHX,3,8.0,2.0,1.0,2.7,0.375,0.0,0.0,0.0,0.0,1.3,0.0,1.0,1.7,2.7,0.0,0.3,0.0,1.0,0.7,2017-18
Darion Atkins,PHX,1,3.1,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2017-18
Goodluck Okonoboh,TOR,1,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18
Jalen Ross,WAS,2,7.9,2.0,1.0,2.5,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2017-18
JeQuan Lewis,MIL,4,10.3,2.0,0.8,2.5,0.3,0.3,0.5,0.5,0.3,0.5,0.5,0.3,0.5,0.8,1.5,0.5,0.3,2.3,1.3,2017-18
